Country,Id,Indicator,IndicatorCode,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,
Antigua and Barbuda,ATG,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,7.46821398584623,7.55047766205595,7.662180133573,7.75687037089994,7.80685731814443,7.79146687675736,7.59507060876924,7.34894969063147,7.0806877809921,6.82015373147096,6.57901033690658,6.52150910565856,6.49618621473118,6.52400536125462,6.60004305607487,6.7235835210021,6.72971506406352,6.74319606920476,6.7443067540388,6.72251845994379,6.66694837367025,6.63922523219006,6.58627566467239,6.53213935230618,6.52642225031606,6.58306896310159,6.72820736309341,
Australia,AUS,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,11.062521686119,11.2624837351176,11.44355456164,11.6045141311546,11.7462835806398,11.871480387811,11.9821954023397,12.0773595339034,12.1629066525154,12.2484164640244,12.3446245764086,12.437065136199,12.5380541839102,12.6491168287186,12.7680530632262,12.8942561758412,12.9592060818118,13.0237683671252,13.1097196564619,13.2461921041592,13.4475469872058,13.7078939184465,14.0169931016545,14.350653925412,14.6756409930909,14.9770273025262,15.2528939086411,
Austria,AUT,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,14.9214734587191,15.0803433709852,15.1732622409105,15.2109974473162,15.2131144405539,15.1898575753734,15.2452717139218,15.2779029577949,15.3033745592926,15.3368732993811,15.3899061080573,15.5200556994364,15.6503383403742,15.7943539095375,15.9729846333216,16.1973187620023,16.4900023959728,16.8231413163698,17.173917032332,17.5056552909318,17.798383795193,18.0526306333057,18.2727822608103,18.4698445355688,18.6564572662344,18.840484190123,19.0274556058978,
Azerbaijan,AZE,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,4.64134578345025,4.75142824991071,4.89585492803536,5.05166279971104,5.19391090943189,5.31330373409766,5.44637659500229,5.55039580885853,5.64068103947181,5.73821488988562,5.84989722065495,6.0621335445579,6.27830202071641,6.46465484857186,6.57431361924572,6.58586424997242,6.5345916285785,6.41135384553312,6.24402340174031,6.06608371850365,5.89824009126199,5.81902411872502,5.74652746484399,5.69623132703475,5.68903648877903,5.73811196358632,5.84971727571253,
Burundi,BDI,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,3.09145282494509,3.07411628336673,3.05120577325517,3.02344423309569,2.99153196050076,2.95622753082912,2.98814191824287,3.0151353946117,3.03434075526255,3.04164397175319,3.03360285568498,3.01571319203109,2.98949695538235,2.95605723652125,2.91626075834002,2.87087031099018,2.83291758617015,2.7917244416041,2.74827988968694,2.70319427505919,2.65850189290892,2.61493659318928,2.57099201584599,2.53306550518917,2.50890890324198,2.50248302084365,2.52767999443564,
Belgium,BEL,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,14.9914995626862,15.2508729317208,15.4550147889965,15.6199122533249,15.7724968070344,15.9289752270328,16.1447257249633,16.3524403721556,16.5479683654839,16.7210360442938,16.8664893411643,17.0084288051025,17.1213187604108,17.2065216807089,17.2626889566214,17.291056336439,17.3149620883789,17.2947890858291,17.2619643455022,17.2646402628291,17.334027258535,17.4343097205387,17.5952109206888,17.7911838322911,17.9809434947943,18.1423094027785,18.368606999291,
Benin,BEN,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,3.75020889843037,3.69700042664345,3.64122605430096,3.58488765272975,3.53007059581185,3.4783842610639,3.43285377270641,3.38714147692983,3.34208877070723,3.29857093938295,3.25730550654964,3.23321510080994,3.20770886397637,3.18407351585089,3.16625643031926,3.1560498482566,3.17398443402472,3.19430722770084,3.21328848065222,3.22574045474496,3.22989058140444,3.23678690242117,3.23626088994322,3.23202142726273,3.22829102243749,3.22771888525969,3.23571888849993,
Burkina Faso,BFA,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,3.28290641030326,3.25588138187447,3.21771930705801,3.17029846502624,3.11466672534286,3.05209835044586,3.00602203177655,2.95211328140163,2.89258805308621,2.82962386400207,2.76487425591892,2.73048369106441,2.69229893192116,2.65137928666532,2.60902651296348,2.56583069647957,2.55246570349053,2.53639817117867,2.51729678279908,2.49439621258668,2.46791185281179,2.46120732967937,2.45092454289414,2.43797079118545,2.42327736468665,2.40787396392306,2.409753114711,
Bangladesh,BGD,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,3.12267295027655,3.17699308855193,3.22819316455356,3.27697651172228,3.32356744252546,3.36893304179503,3.46545501967949,3.55800315595766,3.6484145869805,3.73878598221242,3.83066452716213,3.92305526416337,4.00938086195436,4.09229670698037,4.17531019888125,4.26047555752918,4.36552392918596,4.46398199919422,4.5529511367076,4.62871723495685,4.6895334288598,4.78970387192113,4.87953624859259,4.95478643406694,5.00836048221464,5.03816895894728,5.07747762586624,
Bulgaria,BGR,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,13.1435271746882,13.576981118732,13.9812474131949,14.3652628899465,14.7385579306991,15.1047357856019,15.4841753466527,15.8376083176667,16.1517132154045,16.4073657694056,16.5926399390231,16.8529001660163,17.0406349485627,17.1725324873611,17.2713858135277,17.35403603677,17.488631742151,17.6072417033602,17.7319614807923,17.8963335716192,18.123069609526,18.4687148129071,18.8743325760087,19.3075388985708,19.7183385268504,20.0764734173787,20.4743494140218,
Bahrain,BHR,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2.18236004605479,2.24887938559925,2.31070548493845,2.35783168255898,2.38560521699892,2.40074933608184,2.44267870350529,2.47508110197838,2.48377877210764,2.47335223746946,2.4531532588841,2.38922283595848,2.34143328962331,2.30547661455919,2.27306687489757,2.24029654688428,2.17859922747372,2.12898847465612,2.09278748239263,2.07454838657957,2.07976390605885,2.14321085780849,2.20209395816237,2.25374426700096,2.29505154531176,2.32437101588725,2.34294691654545,
"Bahamas, The",BHS,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,4.31699020036202,4.3815775364206,4.4421231409741,4.50094960632825,4.56622990630494,4.6471533107264,4.76796222558935,4.89842143778095,5.04206026339378,5.19293393102885,5.35130417268119,5.52987942665809,5.70486840019796,5.86959138041337,6.03331204306009,6.21839398145476,6.36393413334127,6.51100698745063,6.65345478323716,6.79853236242307,6.95143446257538,7.1711114990943,7.42529681028064,7.70172834269961,7.99593896940882,8.30606093506842,8.64525396695567,
Bosnia and Herzegovina,BIH,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,6.5848579856442,7.04473850896342,7.55063392365552,8.0927612751373,8.64950405387336,9.19819174797695,9.57613233385656,9.91197439739731,10.22937033477,10.5697666314279,10.955328077105,11.4837015721966,12.0774446363387,12.6712808133472,13.1598844520397,13.486657516931,13.7286782160876,13.8033121356651,13.7900982543571,13.8085300092538,13.926848507449,14.1594772375785,14.4780165561099,14.8644978819689,15.2835584500513,15.7170568340544,16.1337129949363,
Belarus,BLR,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,10.6927323755296,11.0319930791524,11.4179683242077,11.8137524496324,12.1659373923352,12.4454414123491,12.755522959971,12.9668429487323,13.1222664748076,13.287042178014,13.4955684283527,13.8148828907559,14.1659559593977,14.4903714086185,14.6965010082772,14.735453554591,14.7316623016732,14.5859162928191,14.3585407934151,14.1401771555619,13.9855913673612,13.9786449807256,14.0264133373734,14.1148943200383,14.2214253023057,14.3353435018257,14.5647666961813,
Belize,BLZ,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,4.13005459819143,4.19252221047895,4.27085638415579,4.36401910776455,4.45471404345627,4.52641293371279,4.39450382822591,4.25349494147271,4.12186691216064,4.00667709788893,3.90756727250672,3.80298371662536,3.70052554098686,3.59120127819269,3.47605301189109,3.34795977082502,3.41568442666648,3.48952940111995,3.5761762448353,3.68395401507984,3.82080047760006,3.79535347153029,3.77308056703128,3.75819699518567,3.75354711766479,3.76244127273942,3.80320149119508,
Bermuda,BMU,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,4.4061150682502,4.48310416228997,4.56349370494329,4.64440648489619,4.72162775390993,4.79297882806196,4.85488522558573,4.91198224335222,4.96541724196618,5.01574539101462,5.06408528460658,5.12078386370658,5.17574417754059,5.23472206773343,5.30512645269305,5.39073919864852,5.49135687674277,5.60368731732137,5.72226351335515,5.83914043071919,5.95125628110304,6.0491789176058,6.14009917370869,6.23286101198969,6.33912062865177,6.46546455123941,6.57886446601828,
Brazil,BRA,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,4.04253249928215,4.13946683376084,4.23702946420777,4.33164947824158,4.4178488876653,4.49342590096705,4.61181282728029,4.71965935107503,4.82493983686023,4.93816877861638,5.06524458003977,5.22085627019015,5.39116067513156,5.56854139195829,5.74190729685532,5.90669370727955,6.06976117526081,6.2247193306345,6.38033420719512,6.54805088966527,6.73438021327528,6.95156084135843,7.18018319644953,7.42277582311806,7.68207792003269,7.96042299198064,8.24733191136082,
Barbados,BRB,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,10.0858764700008,10.1877332312697,10.3087907728923,10.4360121479803,10.5600060602617,10.6767462135651,10.8234126238052,10.9764183633333,11.1397648815077,11.3226139921613,11.5269022816633,11.576555775163,11.6178843221182,11.6551212452894,11.6884115551227,11.7204179424763,11.8175967771843,11.9243164946587,12.0575943227835,12.2343519948289,12.4656167171611,12.7266118082259,13.0305236429497,13.3797507336049,13.7593732907529,14.1638255276778,14.549677890216,
Brunei Darussalam,BRN,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2.64273431613115,2.63525541359652,2.62736208904122,2.62430301933267,2.63258785942492,2.65585883873052,2.59863012349893,2.54488235407226,2.4960685667028,2.44874942152509,2.39856440233945,2.51854508889588,2.63184448217905,2.7394740639918,2.85072165063153,2.97323350440083,3.09844699527346,3.2078300396944,3.2943794627319,3.35876510011152,3.40218493189455,3.49430094946106,3.60026816894644,3.72896311705725,3.89187377339059,4.09515689439625,4.32447376629269,
Bhutan,BTN,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2.79500446694461,2.8746435776982,2.9513193170594,3.02112146995796,3.08033060795387,3.12171644878291,3.2098166314257,3.29472684840209,3.37412732521143,3.44906132800519,3.51943440713199,3.5770013568521,3.63143738693501,3.68555452541889,3.73772806357199,3.78823067164759,3.86624776117627,3.94041557125763,4.01355303516656,4.09093326689602,4.17334922028858,4.26840960959339,4.37137351304905,4.47839824513929,4.58137570062644,4.67953456119362,4.78687332735831,
Botswana,BWA,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2.62607481464709,2.65710286568163,2.67200977035141,2.6808180676567,2.69609858138536,2.72297261986854,2.76330062466491,2.80837915652755,2.85686905742307,2.9062947462794,2.95595773979657,3.02284700003134,3.08772197917585,3.14946359858098,3.2063651719482,3.25640191135931,3.31842368108487,3.37633343675924,3.42867242342209,3.47288373751567,3.50862042438554,3.54587905753267,3.57394648485269,3.60421647661953,3.65221737981613,3.72596920962685,3.82355816661186,
Central African Republic,CAF,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,4.01006197742688,4.00710005625909,3.99869888529873,3.98510383745617,3.96600635927129,3.94190828053366,3.94275487576332,3.93212538335415,3.91281444716092,3.88662284972588,3.85482129627115,3.85235333305673,3.84076003451724,3.82038669752478,3.79140900352056,3.75451499669324,3.75759384524287,3.75188268861967,3.73637692946035,3.70957011781855,3.67146413698923,3.69189793110289,3.69854374294052,3.69408485498771,3.68096501920542,3.65988429642991,3.65851720958051,
Canada,CAN,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,11.2522839970707,11.4172900129173,11.5627062095838,11.6956586749128,11.8254005658614,11.9586166730645,12.0813518756854,12.2083325669704,12.3363856758009,12.4577541570724,12.570375243206,12.6779112870338,12.77197783243,12.8663303423576,12.9786155409346,13.1203717296653,13.2759438725413,13.4489071631038,13.6499796375033,13.8927833051311,14.1863826825207,14.497509483731,14.8638000292544,15.2745295449688,15.7074223400892,16.147699554397,16.5727404229208,
Central Europe and the Baltics,CEB,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,11.0782585339679,11.3486789847425,11.6047756738646,11.8473118749011,12.0752079505266,12.2890328380159,12.5717097473469,12.8300091600342,13.0604907955709,13.2719550194185,13.4656202459729,13.7323801873886,13.9783466130513,14.2013551452532,14.3823127093877,14.5145595034099,14.6643384630024,14.7625957144859,14.8411965257511,14.9495975382731,15.1194038947851,15.384901448338,15.710967528509,16.0855700316248,16.4891397382009,16.9090038447645,17.3957908538788,
Switzerland,CHE,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,14.5631763220068,14.638968982516,14.6745241935295,14.6803645017122,14.6766039438533,14.6772576859098,14.8015492610081,14.9314169321741,15.0627388660807,15.1858999358966,15.2974571837176,15.4005485454383,15.48919548189,15.57675078337,15.6816015576991,15.8141739857507,15.9816996990005,16.1733611027414,16.3905764929187,16.6342409056759,16.9042633074101,17.10902863795,17.3361704352893,17.5752403207112,17.8013492467279,17.996581395469,18.2310471677352,
Channel Islands,CHI,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,14.5964697769974,14.6155910940326,14.6220247718933,14.6101008969395,14.5762428164928,14.5252211099232,14.5233344150688,14.4837525306249,14.4193467011202,14.3655162607406,14.3244242729871,14.4746416721743,14.6089157792195,14.7068496033886,14.780309460077,14.885867240463,15.0928827431778,15.3150217553813,15.5158299541188,15.6812922832481,15.8446180936327,16.0806744051291,16.3481203287101,16.6432359107165,16.9578263350699,17.2932009428547,17.647273323974,
Chile,CHL,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,6.24002237706134,6.33788017814049,6.44502138207113,6.55842954682774,6.67326691499326,6.78797838341151,6.92776282457797,7.06475438478894,7.20037324631059,7.33554102977843,7.47157426503762,7.60628914179109,7.73697670228471,7.87266491648935,8.02458253770648,8.19971977568182,8.38270487761119,8.58306369748589,8.79626756592959,9.01505231130064,9.23699935869046,9.44774833287735,9.65986444861756,9.88375295811449,10.1338791327118,10.4192435815292,10.7406835403769,
China,CHN,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,5.65204923863392,5.72044404765979,5.81514370026946,5.92761893901688,6.04471388832518,6.16109366207689,6.33147368465609,6.48080814484139,6.61913001913115,6.76015008135064,6.90838740308527,7.06880220517916,7.23355273588035,7.39907142262479,7.55407542665446,7.69477818527575,7.83004114776241,7.95858563207336,8.08861360806352,8.23253893357358,8.4002532391307,8.59206316121283,8.79140717054487,9.02000139410578,9.30929170209179,9.67614467934214,10.1229007517928,
Cote d'Ivoire,CIV,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2.65458534626632,2.67331066982806,2.69052259211964,2.70753346006759,2.72551549457025,2.74542288536685,2.75383889924069,2.75566092057833,2.75266183144479,2.74694846386552,2.7401212268963,2.76077349544769,2.77319856364981,2.77743164272679,2.77301514223621,2.76009836879332,2.79754976554104,2.82581822924005,2.8448374103869,2.8540005736251,2.85346088448837,2.87480765421486,2.88508078701491,2.88787667224248,2.88710618760083,2.88510205261516,2.91111731095975,
Cameroon,CMR,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,3.55210632870852,3.54214906909856,3.52694361826978,3.50773708133182,3.48586462196579,3.46221831760715,3.45352374288976,3.43929016450832,3.42051575473523,3.3973724357773,3.36987766456897,3.36936868069893,3.36185161648022,3.34795300567004,3.32829945207526,3.30349447312824,3.29493537327897,3.28180610912876,3.26476828062907,3.24438270836531,3.22150752898213,3.21393583677782,3.20302975237666,3.18991545649728,3.17587252175189,3.1618923312693,3.16413677964711,
"Congo, Dem. Rep.",COD,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2.94678130005387,2.95223769014606,2.95471980014431,2.95549768183965,2.95702398942675,2.96202419170577,2.96965827696744,2.97228304920545,2.9708681625946,2.96486388155891,2.95349980872576,2.96347064402451,2.9681981748205,2.96865931181636,2.96625290046236,2.96198407509598,2.97282187536847,2.98059511624261,2.98583612892574,2.98910092680698,2.99104991016961,3.00192178215184,3.01061710631119,3.01656431170253,3.01885738019388,3.01772969742923,3.02046507149009,
"Congo, Rep.",COG,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,3.7457328688848,3.74312337804234,3.73599892900174,3.72507982799366,3.71045404274091,3.69301832094611,3.67859789901578,3.65708344725854,3.63052997700801,3.60059355733937,3.56865289592083,3.54936326190374,3.52605380402562,3.49885325390098,3.46684550757897,3.43016849624944,3.41609919932125,3.39800404703331,3.37709136458236,3.35528122261216,3.33401494018387,3.34134769862146,3.34726633764719,3.35276412622572,3.3585425553689,3.36590968779225,3.38291173257904,
Colombia,COL,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,4.14659208005237,4.20162050517508,4.25070591761528,4.29730012580685,4.34530773075927,4.39722507174234,4.46118243515118,4.52883526067299,4.59938611505482,4.67047381746917,4.74165179559884,4.82548584057214,4.90780309508035,4.99171442045745,5.08115747053956,5.17931422697886,5.28917716925023,5.40807018938684,5.54032618566524,5.69077791899764,5.86336798757143,6.06010182248465,6.27352488376272,6.50597392673689,6.76051225488765,7.0390041845833,7.33310026989059,
Comoros,COM,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,3.14630436789652,3.14434546278122,3.13508138426571,3.12281592079666,3.10549735331846,3.08480965262498,3.08476608947111,3.07698131099924,3.06605741338999,3.05116025776783,3.03582326770006,3.03838183231154,3.03610844298034,3.02892092227341,3.01610105353399,2.99855957961307,3.00243444945524,3.00052990866868,2.99302069750422,2.97630010753774,2.95001246933414,2.94012332836567,2.92249415639315,2.90330411328388,2.89194545586231,2.89327316882422,2.9242044693257,
Cabo Verde,CPV,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,4.32106890368927,4.31910017317551,4.36492244284163,4.43777200865008,4.51212693455992,4.57819683548045,4.67383699498211,4.76143810865438,4.84972071992198,4.95255521540753,5.07333150990969,5.21234303022654,5.36157449801595,5.50845708002008,5.62989667795683,5.71489378738934,5.70430224939943,5.66279772550664,5.59908729101547,5.5179158206949,5.42174910028982,5.21427292069747,4.99067082507262,4.77287322199705,4.59371206811071,4.47127392276038,4.44102602120246,
Costa Rica,CRI,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,4.69897399705103,4.77993632167787,4.86764865696219,4.96135293462684,5.05921434805835,5.16088917852441,5.25807872257371,5.35714722114738,5.46123253524406,5.57382279784749,5.69785371994957,5.83361981266003,5.98052669765043,6.13785215649844,6.30314317663226,6.47568965034237,6.65044557711508,6.82430748450212,7.00788891226746,7.21624378963532,7.45780237961138,7.70720582270436,7.98988509540575,8.29387466133888,8.60043194274394,8.90106434224681,9.1883225035277,
Caribbean small states,CSS,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,6.32333726010829,6.3769510648,6.41805116290365,6.44884503241502,6.47471031849047,6.49894927109324,6.56057433058845,6.62126493900938,6.68507806792558,6.75304009571441,6.8251325159871,6.87472181623126,6.9275602716753,6.98380268697246,7.04257926957818,7.10535514657155,7.20207704079412,7.29594941704079,7.39195049712064,7.50002310258472,7.62984843346168,7.75711634747697,7.90287753324199,8.06342453418755,8.23430444040373,8.41570001150124,8.61531116290493,
Cuba,CUB,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,8.84725792592213,8.91042740316694,8.9858323062399,9.06656253604388,9.14515668970844,9.21971424466234,9.34749455615959,9.45516258741275,9.55929797072459,9.68259777404221,9.83709954212888,10.0222660407479,10.2347584658154,10.468350721239,10.7093664553671,10.9516154946189,11.2613204773662,11.5695170965013,11.8758904924015,12.1811863337893,12.4871934309658,12.7554514885574,13.0082323667259,13.2663936656377,13.5593408502114,13.9053392281174,14.2910733042279,
Curacao,CUW,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,7.51614156854457,7.72023878719083,7.93310551222084,8.15976509975028,8.39483204134367,8.63751355258403,8.94755005880986,9.26280191159928,9.5849982833057,9.92472693971454,10.2756266133733,10.6073980825472,10.9439644800472,11.2989275197038,11.6856667993165,12.1033432771226,12.2496171283871,12.4392979970184,12.6608459171259,12.9136473220179,13.1842447563818,13.5623833777134,13.9680360819688,14.4284838116143,14.9407074217951,15.49838617809,15.9288703716485,
Cayman Islands,CYM,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,9.90655010213745,9.92671705427841,9.94792714046432,9.98313284502859,10.0394213424759,10.1162752635074,10.1128548252107,10.1234077505184,10.147968975596,10.1835754008963,10.2289231473805,10.2811465798588,10.3562457649499,10.4659694453195,10.6077730822142,10.7656438231396,10.8814940856559,10.9898167925153,11.1054094860863,11.2449411516143,11.4172389711731,11.6668666960043,11.9397002102088,12.2320560610405,12.5330098090009,12.8328100707589,13.1242388633693,
Czech Republic,CZE,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,12.6802105255218,12.8727764757049,13.0106406467956,13.1045435782624,13.1695408716445,13.2174428312482,13.3898712824511,13.5514958370061,13.6872925119882,13.7741233932089,13.801632989601,13.8992079214861,13.9245207896384,13.9220181268658,13.9508762897069,14.0435980041676,14.2264228772782,14.4615996043484,14.7443147859599,15.0696992279375,15.4384951205766,15.9055287232175,16.417363016335,16.9547521959783,17.4872996490267,17.9945381648513,18.5327662083318,
Germany,DEU,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,14.8962390837238,15.041083547183,15.1756979413765,15.2947709148058,15.3892818455159,15.4587169243596,15.6649795016568,15.8182701797326,15.9649455347015,16.1712645056654,16.4728782509009,16.8849485688798,17.3818065284329,17.91881142654,18.4243475292783,18.8570457990141,19.3116995703955,19.6936393588564,20.0129176359639,20.290496908737,20.541605988569,20.6824241190165,20.7858986605372,20.8766405973907,20.9819577109538,21.1175632227669,21.2696084530498,
Djibouti,DJI,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,2.587068384378,2.62242025957248,2.66773323968302,2.71885787273947,2.76653930323957,2.80271832585646,2.85265084311819,2.8924900862845,2.92751229775555,2.96415221275848,3.00773149903008,3.06137071778641,3.11837913969186,3.17829201900832,3.23930395250353,3.30110028164555,3.36834093603682,3.43512865053459,3.50441226149363,3.57858132976435,3.65918420576493,3.75223601716984,3.84845407037115,3.94317756008779,4.02767484794401,4.10032628362306,4.16158619086883,
Dominica,DMA,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
